,Id,PID,MS SubClass,MS Zoning,Street,Land Contour,Neighborhood,Condition 1,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,Total Bsmt SF,Heating QC,Central Air,Electrical,Gr Liv Area,Full Bath,Half Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Finish,Garage Cars,Garage Area,Paved Drive,Sale Type,SalePrice
429,1002,527140090,120,RL,Pave,HLS,StoneBr,Norm,8,1993,1993,0.0,Gd,TA,PConc,733.0,1337.0,Gd,Y,SBrkr,1337,2,0,Gd,5,Typ,1,Attchd,RFn,2.0,462.0,Y,WD ,180000
430,1848,533223050,160,FV,Pave,Lvl,Somerst,Norm,7,2004,2004,0.0,Gd,TA,PConc,239.0,551.0,Ex,Y,SBrkr,1102,2,1,Gd,4,Typ,0,Detchd,Unf,2.0,480.0,Y,WD ,148800
431,1455,907251090,60,RL,Pave,Lvl,CollgCr,Norm,8,2002,2002,-1.0,Gd,TA,PConc,804.0,1128.0,Ex,Y,SBrkr,2031,2,1,Gd,7,Typ,1,Attchd,RFn,2.0,577.0,Y,WD ,237000
432,908,909175080,30,RL,Pave,Bnk,SWISU,Norm,2,1920,1950,0.0,TA,TA,CBlock,290.0,290.0,TA,N,FuseF,438,1,0,Fa,3,Typ,0,Detchd,Unf,1.0,246.0,N,WD ,60000
433,1490,908103260,85,RL,Pave,Lvl,Edwards,Norm,5,1976,1976,222.0,TA,TA,CBlock,456.0,456.0,Ex,Y,SBrkr,1033,1,0,TA,6,Typ,0,BuiltIn,RFn,2.0,504.0,Y,WD ,165000
434,1465,907262060,60,RL,Pave,Lvl,CollgCr,Norm,7,2003,2003,0.0,Gd,TA,PConc,0.0,1129.0,Ex,Y,SBrkr,2327,2,1,Gd,9,Typ,1,BuiltIn,RFn,2.0,596.0,Y,WD ,240000
435,1627,527163080,20,RL,Pave,Lvl,Gilbert,Norm,7,1992,1993,52.0,TA,TA,PConc,0.0,1168.0,Gd,Y,SBrkr,1187,2,0,Gd,6,Typ,0,Attchd,RFn,2.0,420.0,Y,WD ,160000
436,2849,909201180,190,RH,Pave,Bnk,SWISU,Feedr,6,1945,1950,0.0,TA,TA,CBlock,780.0,780.0,TA,N,FuseF,1340,1,0,TA,6,Typ,0,Attchd,Unf,1.0,440.0,Y,WD ,128000
437,1501,908201100,90,RL,Pave,Lvl,Edwards,Norm,4,1955,1955,0.0,TA,TA,PConc,0.0,0.0,TA,N,FuseP,1152,2,0,Fa,6,Typ,0,NA,NA,0.0,0.0,N,WD ,82000
438,626,535125070,20,RL,Pave,Lvl,NAmes,Norm,6,1966,2008,210.0,TA,Gd,CBlock,1387.0,1562.0,Gd,Y,SBrkr,1567,2,0,Gd,5,Typ,2,Attchd,Unf,2.0,542.0,Y,WD ,256000
439,722,902401130,70,RM,Pave,Lvl,OldTown,Artery,7,1920,1988,0.0,TA,Gd,PConc,624.0,650.0,Ex,Y,SBrkr,1482,1,0,TA,7,Typ,0,Detchd,Unf,2.0,324.0,Y,WD ,143000
440,2260,916384050,20,RL,Pave,HLS,Timber,Norm,7,2006,2007,0.0,Gd,TA,PConc,0.0,1689.0,Ex,Y,SBrkr,1689,2,0,Gd,7,Typ,0,Attchd,Fin,2.0,433.0,Y,New,231713
441,1639,527226040,190,RL,Pave,Lvl,Gilbert,Norm,5,1969,1990,0.0,TA,TA,CBlock,1047.0,1100.0,TA,Y,SBrkr,1424,1,1,TA,7,Mod,0,2Types,Unf,3.0,828.0,N,WD ,155000
442,1603,923252100,20,RL,Pave,Lvl,Mitchel,Norm,5,1983,1983,0.0,TA,Gd,CBlock,534.0,816.0,Ex,Y,SBrkr,816,1,0,TA,4,Typ,0,Attchd,Unf,1.0,264.0,Y,WD ,128500
443,1520,909177120,30,RL,Pave,Lvl,SWISU,Norm,7,1921,1950,174.0,TA,TA,BrkTil,0.0,1228.0,Ex,Y,SBrkr,1424,2,0,TA,7,Typ,1,Attchd,Unf,1.0,312.0,Y,WD ,168000
444,1665,527402240,60,RL,Pave,Lvl,NAmes,Norm,7,1972,2004,138.0,TA,TA,CBlock,626.0,725.0,Gd,Y,SBrkr,1479,1,1,Gd,7,Typ,0,Attchd,Fin,2.0,484.0,Y,WD ,184000
445,2635,535478110,190,RL,Pave,Lvl,NAmes,Artery,5,1962,1962,0.0,TA,TA,CBlock,953.0,1025.0,TA,Y,SBrkr,1025,1,0,TA,6,Typ,0,NA,NA,0.0,0.0,Y,WD ,124000
446,581,534127130,20,RL,Pave,Lvl,NWAmes,PosA,6,1970,1970,571.0,TA,TA,CBlock,0.0,1442.0,TA,Y,SBrkr,1442,2,0,TA,6,Typ,1,Attchd,RFn,2.0,615.0,Y,WD ,185000
447,2435,528240080,60,RL,Pave,Lvl,Gilbert,Norm,8,2000,2000,40.0,Gd,TA,PConc,0.0,1406.0,Ex,Y,SBrkr,1936,2,1,Gd,7,Typ,1,Attchd,RFn,2.0,504.0,Y,WD ,230500
448,2799,907285010,60,RL,Pave,Lvl,CollgCr,Norm,7,1998,1998,227.0,TA,TA,PConc,796.0,1054.0,Ex,Y,SBrkr,1939,2,1,Gd,8,Typ,1,Attchd,RFn,3.0,555.0,Y,WD ,227000
449,883,907414080,60,RL,Pave,Lvl,CollgCr,Norm,6,2005,2005,0.0,Gd,TA,PConc,193.0,738.0,Ex,Y,SBrkr,1476,2,1,Gd,7,Typ,0,Attchd,Fin,2.0,540.0,Y,WD ,173500
450,2537,534201300,85,RL,Pave,Lvl,NAmes,Feedr,5,1968,1968,0.0,TA,TA,CBlock,744.0,833.0,Gd,Y,SBrkr,898,1,0,TA,6,Typ,0,Attchd,RFn,1.0,326.0,Y,WD ,140000
451,1120,528439010,20,RL,Pave,Lvl,Somerst,Feedr,8,2006,2007,-1.0,Gd,TA,PConc,666.0,1460.0,Ex,Y,SBrkr,1460,2,0,Gd,6,Typ,1,Attchd,Fin,2.0,480.0,Y,WD ,247000
452,774,905107310,85,RL,Pave,Lvl,Sawyer,Norm,6,1978,1978,23.0,TA,TA,CBlock,456.0,456.0,TA,Y,SBrkr,1034,1,0,TA,5,Typ,1,Basment,Fin,2.0,504.0,Y,WD ,149900
453,1447,907202010,20,RL,Pave,Lvl,CollgCr,Norm,5,1978,1978,180.0,TA,TA,CBlock,781.0,864.0,Ex,Y,SBrkr,1174,1,0,TA,5,Typ,0,Attchd,Unf,2.0,528.0,Y,WD ,158000
454,104,533223100,160,FV,Pave,Lvl,Somerst,Norm,7,2003,2003,0.0,Gd,TA,PConc,244.0,530.0,Ex,Y,SBrkr,1080,2,1,Gd,4,Typ,0,Attchd,RFn,2.0,496.0,Y,WD ,147110
455,2694,903454080,50,RM,Pave,Bnk,IDOTRR,Norm,6,1937,1950,0.0,TA,TA,BrkTil,0.0,780.0,TA,Y,SBrkr,1376,2,0,TA,7,Typ,1,Detchd,Unf,1.0,198.0,N,WD ,119500
456,920,909275080,50,RL,Pave,HLS,Crawfor,Norm,5,1940,1950,0.0,TA,TA,CBlock,728.0,840.0,Ex,Y,SBrkr,1567,1,1,TA,6,Min2,2,Detchd,Unf,2.0,440.0,Y,WD ,205000
457,1951,535379110,70,RL,Pave,Lvl,OldTown,Norm,5,1895,1999,0.0,TA,Gd,CBlock,0.0,736.0,Ex,Y,SBrkr,1534,1,1,Gd,6,Typ,0,NA,NA,0.0,0.0,N,WD ,148000
458,9,527146030,120,RL,Pave,Lvl,StoneBr,Norm,8,1995,1996,0.0,Gd,TA,PConc,1180.0,1595.0,Ex,Y,SBrkr,1616,2,0,Gd,5,Typ,1,Attchd,RFn,2.0,608.0,Y,WD ,236500
459,2848,909176180,50,RL,Pave,Lvl,SWISU,Norm,5,1938,1950,0.0,TA,TA,BrkTil,930.0,1058.0,TA,Y,SBrkr,1551,2,0,Fa,6,Typ,0,Detchd,Unf,1.0,240.0,Y,WD ,137000
460,614,534431130,20,RL,Pave,Lvl,NAmes,Norm,5,1955,1955,0.0,TA,TA,CBlock,100.0,960.0,Gd,Y,SBrkr,960,1,0,TA,5,Typ,0,Attchd,RFn,1.0,330.0,Y,WD ,122000
461,1736,528222030,20,RL,Pave,Lvl,Gilbert,Norm,7,2007,2007,0.0,Gd,TA,PConc,0.0,1302.0,Ex,Y,SBrkr,1302,2,0,Gd,6,Typ,0,Attchd,Fin,2.0,436.0,Y,New,176485
462,2686,903400030,30,RL,Pave,Lvl,BrkSide,Norm,5,1925,1950,0.0,TA,TA,BrkTil,0.0,816.0,TA,Y,FuseA,816,1,0,TA,4,Typ,0,Detchd,Unf,1.0,210.0,N,WD ,109000
463,2257,916253320,120,RM,Pave,Lvl,GrnHill,Norm,7,1998,1998,239.0,Gd,TA,PConc,1102.0,1502.0,Ex,Y,SBrkr,1502,1,1,Gd,5,Typ,1,Attchd,Fin,1.0,286.0,Y,WD ,330000
464,1284,902100020,20,RM,Pave,Bnk,OldTown,Artery,6,2008,2008,0.0,TA,TA,PConc,96.0,192.0,Gd,N,SBrkr,1133,1,0,TA,7,Typ,0,Detchd,Unf,1.0,308.0,Y,WD ,143000
465,1765,528340030,60,RL,Pave,Lvl,NoRidge,Norm,9,1998,1998,422.0,Gd,TA,PConc,672.0,1408.0,Ex,Y,SBrkr,3078,2,1,Gd,9,Typ,1,Attchd,Fin,3.0,806.0,Y,WD ,410000
466,1811,531380110,60,RL,Pave,Lvl,SawyerW,Norm,6,1994,1994,105.0,Gd,Gd,PConc,814.0,928.0,Ex,Y,SBrkr,1721,2,1,Gd,7,Typ,0,Attchd,RFn,2.0,471.0,Y,WD ,201000
467,2603,535380130,50,RL,Pave,Lvl,OldTown,Norm,4,1910,1950,0.0,TA,TA,BrkTil,0.0,1077.0,TA,Y,FuseA,1760,1,1,TA,7,Typ,1,Detchd,Unf,2.0,648.0,Y,COD,80000
468,2220,909282020,70,RL,Pave,Lvl,Crawfor,Norm,6,1945,2002,0.0,TA,TA,CBlock,774.0,1028.0,Ex,Y,SBrkr,2320,2,1,Gd,9,Typ,1,Detchd,Unf,1.0,180.0,Y,WD ,259500
469,2273,916477060,60,RL,Pave,Lvl,Timber,Norm,7,2003,2004,94.0,Gd,TA,PConc,766.0,1122.0,Ex,Y,SBrkr,2486,3,1,Gd,10,Typ,1,BuiltIn,Fin,2.0,452.0,Y,WD ,279900
470,163,535453070,20,RL,Pave,Lvl,NAmes,Norm,5,1959,1994,0.0,TA,TA,CBlock,340.0,1246.0,Ex,Y,SBrkr,1246,1,1,Gd,6,Typ,0,Attchd,RFn,1.0,305.0,Y,WD ,154000
471,2116,906426060,50,RL,Pave,Low,ClearCr,Norm,6,1958,2006,472.0,Gd,TA,CBlock,697.0,1444.0,Gd,Y,SBrkr,2144,2,0,Gd,7,Typ,2,Attchd,Fin,2.0,389.0,Y,WD ,277000
472,2734,905403050,50,RL,Pave,Lvl,Edwards,Norm,5,1942,1950,0.0,TA,TA,BrkTil,230.0,799.0,Ex,N,FuseA,1150,1,0,TA,6,Mod,2,BuiltIn,Unf,1.0,215.0,Y,WD ,128000
473,426,528108010,20,RL,Pave,Lvl,NridgHt,Norm,8,2007,2007,640.0,Gd,TA,PConc,0.0,1566.0,Ex,Y,SBrkr,1600,2,0,Gd,7,Typ,1,Attchd,RFn,3.0,890.0,Y,WD ,256300
474,2216,909276210,50,RL,Pave,HLS,Crawfor,Norm,4,1930,2003,0.0,TA,Gd,BrkTil,189.0,930.0,Ex,Y,SBrkr,1755,2,0,Gd,7,Typ,1,Detchd,Unf,1.0,231.0,Y,WD ,188000
475,2900,916475100,20,RL,Pave,Lvl,Timber,Norm,8,2002,2002,630.0,Gd,TA,PConc,1274.0,1800.0,Ex,Y,SBrkr,1800,2,0,Gd,7,Typ,1,Attchd,Fin,3.0,765.0,Y,WD ,312500
476,97,533212010,160,FV,Pave,Lvl,Somerst,Norm,7,2004,2005,0.0,Gd,TA,PConc,0.0,600.0,Ex,Y,SBrkr,1200,2,1,Gd,4,Typ,0,Detchd,RFn,2.0,480.0,Y,WD ,151000
477,1680,527451170,160,RM,Pave,Lvl,BrDale,Norm,5,1971,1971,376.0,TA,TA,CBlock,471.0,765.0,Ex,Y,SBrkr,1365,1,1,TA,6,Min1,0,Detchd,Unf,2.0,440.0,Y,WD ,122500
478,1133,531371070,60,RL,Pave,Lvl,SawyerW,Norm,6,2003,2003,0.0,Gd,TA,PConc,80.0,835.0,Ex,Y,SBrkr,1696,2,1,Gd,7,Typ,0,Attchd,RFn,2.0,542.0,Y,WD ,188000
479,2761,906394010,60,RL,Pave,Lvl,CollgCr,Norm,7,2005,2006,0.0,Gd,TA,PConc,0.0,945.0,Ex,Y,SBrkr,1809,2,1,Gd,8,Typ,0,Attchd,RFn,2.0,638.0,Y,New,209700
480,1642,527256030,20,RL,Pave,HLS,StoneBr,Norm,8,2006,2006,945.0,Gd,TA,PConc,1558.0,2220.0,Ex,Y,SBrkr,2234,1,1,Gd,7,Typ,1,Attchd,RFn,2.0,724.0,Y,WD ,441929
481,1141,531382110,60,RL,Pave,Lvl,SawyerW,Norm,6,1993,1994,120.0,Gd,TA,PConc,602.0,886.0,Ex,Y,SBrkr,1680,2,1,Gd,7,Typ,0,Attchd,RFn,2.0,474.0,Y,WD ,163000
482,2118,906475110,60,RL,Pave,Low,ClearCr,Norm,6,1966,2007,157.0,TA,TA,CBlock,568.0,832.0,Gd,Y,SBrkr,2087,2,1,Gd,9,Typ,0,Attchd,Fin,2.0,444.0,Y,WD ,187500
483,870,907275010,20,RL,Pave,Lvl,CollgCr,Feedr,8,1999,2000,260.0,Gd,TA,PConc,1246.0,1462.0,Ex,Y,SBrkr,1513,2,0,Gd,5,Typ,1,Attchd,Fin,2.0,521.0,Y,WD ,220000
484,1875,534201040,20,RL,Pave,Lvl,NAmes,Norm,5,1967,1993,0.0,TA,TA,CBlock,474.0,949.0,TA,Y,SBrkr,1107,1,0,Gd,5,Typ,0,Attchd,RFn,1.0,308.0,Y,WD ,127000
485,155,535327140,20,RL,Pave,Lvl,NAmes,Norm,5,1955,2007,0.0,TA,TA,Slab,0.0,0.0,Ex,Y,SBrkr,827,1,0,TA,5,Mod,1,Detchd,Unf,1.0,392.0,Y,WD ,107500
486,1318,902328040,75,RM,Pave,Lvl,OldTown,Norm,6,1914,2001,0.0,TA,TA,CBlock,0.0,742.0,Ex,Y,SBrkr,1484,2,0,TA,9,Typ,1,NA,NA,0.0,0.0,Y,WD ,128000
487,1285,902100030,30,RM,Pave,Bnk,OldTown,Artery,5,1925,2004,0.0,TA,TA,BrkTil,0.0,680.0,Gd,N,FuseP,764,1,0,TA,4,Typ,0,Detchd,Unf,2.0,504.0,N,WD ,73000
488,2400,528164040,20,RL,Pave,HLS,NridgHt,Norm,9,2003,2004,562.0,Gd,TA,PConc,1567.0,1792.0,Ex,Y,SBrkr,1792,2,0,Ex,6,Typ,1,Attchd,Fin,3.0,874.0,Y,WD ,374000
489,1068,528178070,60,RL,Pave,Lvl,NridgHt,Norm,8,2001,2002,1110.0,Gd,TA,PConc,1075.0,1479.0,Ex,Y,SBrkr,2649,2,1,Gd,10,Typ,1,Attchd,Fin,3.0,746.0,Y,WD ,421250
490,361,527164060,60,RL,Pave,Lvl,Gilbert,Norm,6,1992,1993,0.0,TA,TA,PConc,0.0,808.0,Gd,Y,SBrkr,1593,2,1,TA,7,Typ,1,BuiltIn,RFn,2.0,389.0,Y,WD ,178000
491,1493,908128050,85,RL,Pave,Lvl,Edwards,Norm,4,1972,1972,0.0,TA,TA,CBlock,920.0,1138.0,TA,Y,SBrkr,1181,2,0,TA,6,Typ,0,Detchd,RFn,2.0,588.0,Y,WD ,137500
492,1110,528390020,20,RL,Pave,Lvl,NoRidge,Norm,8,1994,1994,554.0,Gd,TA,PConc,1314.0,1986.0,Ex,Y,SBrkr,1987,2,0,Gd,7,Typ,1,Attchd,Fin,2.0,691.0,Y,WD ,301500
493,911,909250080,70,RL,Pave,Bnk,SWISU,Feedr,6,1935,1950,0.0,TA,TA,BrkTil,0.0,583.0,Gd,Y,FuseF,1242,1,1,TA,6,Typ,1,Detchd,Unf,1.0,180.0,Y,WD ,105000
494,2535,534201260,20,RL,Pave,Lvl,NAmes,Feedr,6,1968,2004,203.0,TA,TA,CBlock,760.0,976.0,TA,Y,SBrkr,976,1,0,Gd,4,Typ,1,Attchd,RFn,2.0,504.0,Y,WD ,157500
495,2030,903430050,50,RM,Pave,Lvl,OldTown,Norm,5,1901,1950,0.0,TA,TA,CBlock,0.0,969.0,TA,N,FuseA,1214,1,0,TA,6,Typ,0,Detchd,Unf,1.0,216.0,N,WD ,117000
496,2634,535478090,20,RL,Pave,Lvl,NAmes,Artery,5,1962,1962,0.0,TA,TA,CBlock,468.0,864.0,Gd,Y,SBrkr,864,1,0,TA,5,Typ,0,Attchd,Unf,1.0,336.0,Y,WD ,105000
497,1530,909256060,50,RL,Pave,Lvl,SWISU,Norm,6,1936,1950,0.0,TA,TA,BrkTil,0.0,1064.0,Ex,Y,FuseA,1639,1,0,TA,6,Maj2,0,Detchd,Unf,1.0,240.0,Y,WD ,115000
498,435,528112040,20,RL,Pave,Lvl,NridgHt,Norm,9,2008,2008,302.0,Ex,TA,PConc,0.0,1736.0,Ex,Y,SBrkr,1736,2,0,Ex,7,Typ,1,Attchd,RFn,3.0,834.0,Y,WD ,360000
499,812,906226110,90,RL,Pave,Bnk,SawyerW,Norm,5,1979,1979,0.0,TA,TA,Slab,0.0,0.0,TA,Y,SBrkr,1535,2,0,TA,8,Typ,0,Attchd,Unf,2.0,400.0,Y,WD ,118858
500,1202,534251280,60,RL,Pave,Lvl,NWAmes,Feedr,6,1966,2000,252.0,TA,TA,CBlock,400.0,800.0,Gd,Y,SBrkr,1632,1,1,Gd,7,Typ,0,Attchd,Unf,2.0,484.0,Y,WD ,173000
501,666,535383120,30,RL,Pave,Lvl,OldTown,Norm,3,1890,1998,0.0,TA,TA,BrkTil,0.0,630.0,TA,Y,FuseA,725,1,1,TA,4,Typ,0,Detchd,Unf,1.0,320.0,Y,WD ,78500
502,1751,528240020,60,RL,Pave,Lvl,Gilbert,Norm,7,2004,2004,0.0,Gd,TA,PConc,0.0,840.0,Ex,Y,SBrkr,1720,2,1,Gd,7,Typ,1,Attchd,Fin,2.0,440.0,Y,WD ,183500
503,705,902135020,20,RM,Pave,Bnk,OldTown,Norm,4,1953,1953,0.0,Fa,TA,CBlock,0.0,936.0,TA,N,SBrkr,936,1,0,TA,4,Min2,0,Detchd,Unf,2.0,576.0,Y,WD ,93000
504,1744,528228375,120,RL,Pave,Lvl,Blmngtn,Norm,8,2003,2003,72.0,Gd,TA,PConc,1084.0,1406.0,Ex,Y,SBrkr,1589,2,0,Gd,7,Typ,1,Attchd,Fin,3.0,630.0,Y,WD ,226500
505,357,527163040,60,RL,Pave,Lvl,Gilbert,Norm,6,1993,1994,0.0,Gd,TA,PConc,0.0,799.0,Gd,Y,SBrkr,1571,2,1,TA,7,Typ,1,Attchd,RFn,2.0,380.0,Y,WD ,178000
506,2133,907192120,20,RL,Pave,Lvl,CollgCr,Norm,7,2003,2003,167.0,Gd,TA,PConc,1013.0,1453.0,Ex,Y,SBrkr,1479,2,0,Gd,7,Typ,0,Attchd,RFn,2.0,558.0,Y,WD ,226000
507,989,924100060,60,RL,Pave,Lvl,Mitchel,Norm,5,1969,1969,178.0,Gd,Ex,CBlock,496.0,784.0,Ex,Y,SBrkr,1632,1,1,TA,7,Typ,1,Attchd,RFn,2.0,898.0,Y,WD ,173000
508,562,532378120,20,RL,Pave,Lvl,Sawyer,Norm,5,1965,1965,0.0,TA,TA,CBlock,553.0,864.0,Gd,Y,SBrkr,864,1,0,TA,5,Typ,1,Detchd,Unf,1.0,360.0,Y,WD ,62383
509,1054,528104080,60,RL,Pave,Lvl,NridgHt,Norm,9,2008,2008,268.0,Ex,TA,PConc,1330.0,1452.0,Ex,Y,SBrkr,2713,2,1,Ex,11,Typ,1,Attchd,Fin,3.0,858.0,Y,New,446261
510,2850,909250070,70,RL,Pave,Lvl,SWISU,Feedr,7,1926,1997,0.0,TA,TA,BrkTil,424.0,624.0,Ex,Y,SBrkr,1479,1,0,Gd,6,Typ,2,Detchd,Unf,1.0,312.0,Y,WD ,160000
511,1082,528228405,120,RM,Pave,Lvl,Blmngtn,Norm,7,2004,2004,24.0,Gd,TA,PConc,1087.0,1393.0,Ex,Y,SBrkr,1576,2,0,Gd,7,Typ,1,Attchd,RFn,3.0,668.0,Y,WD ,219990
512,1440,907187080,20,RL,Pave,Lvl,CollgCr,Norm,7,1999,2000,125.0,Gd,TA,PConc,0.0,1468.0,Ex,Y,SBrkr,1479,2,0,Gd,6,Typ,0,Attchd,RFn,2.0,577.0,Y,WD ,191000
513,2006,903201090,40,RL,Pave,Bnk,BrkSide,Norm,5,1925,1994,0.0,TA,Gd,PConc,317.0,756.0,TA,N,FuseA,1060,1,0,TA,6,Mod,1,Detchd,Unf,1.0,308.0,Y,WD ,136500
514,2082,905475520,30,RL,Pave,Lvl,Edwards,Norm,4,1958,1994,0.0,TA,TA,Slab,0.0,0.0,TA,N,SBrkr,943,1,0,Gd,5,Min2,0,Detchd,Unf,1.0,308.0,N,WD ,80000
515,2344,527302080,50,RL,Pave,Lvl,NWAmes,Norm,7,1988,1988,178.0,Gd,Gd,PConc,1002.0,1204.0,Gd,Y,SBrkr,2183,2,1,Gd,9,Typ,0,Attchd,Unf,3.0,786.0,Y,WD ,229000
516,248,906223090,60,RL,Pave,Lvl,SawyerW,Norm,7,1993,1994,246.0,Gd,TA,PConc,750.0,1050.0,Ex,Y,SBrkr,1949,2,1,Gd,8,Typ,1,Attchd,Fin,2.0,574.0,Y,WD ,236000
517,2276,921128030,20,RL,Pave,HLS,Timber,PosA,10,2006,2007,242.0,Ex,TA,PConc,0.0,1824.0,Ex,Y,SBrkr,1824,2,0,Ex,8,Typ,1,Attchd,Fin,3.0,932.0,Y,New,392000
518,755,903451090,70,RM,Pave,Lvl,IDOTRR,Norm,6,1927,1950,0.0,TA,TA,CBlock,522.0,720.0,Fa,Y,SBrkr,1930,2,0,TA,8,Typ,0,Attchd,Unf,1.0,316.0,Y,WD ,149000
519,1178,533236090,160,FV,Pave,Lvl,Somerst,Norm,10,1998,1999,0.0,Ex,TA,PConc,128.0,970.0,Ex,Y,SBrkr,2393,2,1,Ex,7,Typ,1,Attchd,Fin,2.0,846.0,Y,WD ,345000
520,2636,902100110,70,RM,Pave,Lvl,OldTown,Norm,5,1900,2005,0.0,Gd,Gd,PConc,0.0,716.0,Ex,Y,FuseA,2014,2,0,TA,8,Typ,0,Detchd,Unf,2.0,624.0,Y,WD ,169000
521,2077,905377050,20,RL,Pave,Lvl,Edwards,Feedr,4,1946,1950,0.0,TA,TA,CBlock,0.0,484.0,TA,N,SBrkr,1242,1,0,TA,4,Mod,0,Attchd,Unf,1.0,336.0,N,WD ,109900
522,2930,924151050,60,RL,Pave,Lvl,Mitchel,Norm,7,1993,1994,94.0,TA,TA,PConc,758.0,996.0,Ex,Y,SBrkr,2000,2,1,TA,9,Typ,1,Attchd,Fin,3.0,650.0,Y,WD ,188000
523,737,903227090,50,RM,Pave,Lvl,BrkSide,Norm,6,1939,1950,0.0,TA,Fa,CBlock,0.0,780.0,Ex,Y,FuseF,1412,1,0,TA,6,Typ,1,Detchd,Unf,1.0,280.0,Y,WD ,132500
524,837,907126050,20,RL,Pave,Low,CollgCr,Norm,5,1994,1994,0.0,TA,Gd,PConc,755.0,990.0,Ex,Y,SBrkr,990,1,0,TA,5,Typ,0,Attchd,RFn,1.0,440.0,Y,WD ,143000
525,2086,905478140,20,RL,Pave,Lvl,Edwards,Norm,5,1951,1951,0.0,TA,TA,CBlock,557.0,1342.0,Ex,Y,SBrkr,1342,1,0,TA,7,Typ,0,Detchd,Unf,1.0,256.0,Y,WD ,125000
526,2385,528114010,20,RL,Pave,HLS,NridgHt,Norm,9,2005,2005,568.0,Ex,TA,PConc,1505.0,1868.0,Ex,Y,SBrkr,1868,2,0,Ex,7,Typ,1,Attchd,Fin,3.0,1085.0,Y,WD ,415000
527,189,902402130,70,RM,Pave,Lvl,OldTown,Norm,4,1910,1950,0.0,TA,TA,CBlock,0.0,622.0,Gd,Y,SBrkr,1363,1,0,TA,6,Typ,0,Detchd,Unf,2.0,528.0,Y,WD ,125500
528,635,535175030,20,RL,Pave,Lvl,NAmes,Feedr,6,1958,1988,183.0,TA,TA,CBlock,620.0,1240.0,Gd,Y,SBrkr,1632,2,0,TA,6,Min1,1,Attchd,RFn,1.0,338.0,Y,WD ,139000
529,432,528110010,60,RL,Pave,Lvl,NridgHt,Norm,10,2008,2008,420.0,Ex,TA,PConc,1338.0,1722.0,Ex,Y,SBrkr,2296,2,1,Ex,10,Typ,1,BuiltIn,RFn,3.0,842.0,Y,ConLI,451950
530,900,908275040,90,RL,Pave,Lvl,Edwards,Norm,5,1959,1959,74.0,TA,TA,CBlock,0.0,1678.0,TA,Y,SBrkr,1678,2,0,TA,10,Typ,0,NA,NA,0.0,0.0,Y,WD ,119900
531,966,916455070,20,RL,Pave,Lvl,Timber,Norm,8,2001,2002,136.0,Gd,TA,PConc,1005.0,1267.0,Ex,Y,SBrkr,1296,2,0,Gd,6,Typ,0,Attchd,Fin,2.0,471.0,Y,WD ,220000
532,1612,526352080,20,RL,Pave,Lvl,NAmes,Norm,6,1971,1971,302.0,TA,TA,CBlock,838.0,1587.0,TA,Y,SBrkr,1587,2,0,TA,7,Typ,1,Attchd,Unf,2.0,525.0,Y,WD ,167300
533,904,909101100,50,RL,Pave,Lvl,Edwards,Norm,5,1941,1950,0.0,TA,TA,CBlock,626.0,720.0,Ex,Y,SBrkr,1298,1,0,TA,6,Typ,2,Detchd,Unf,1.0,256.0,Y,WD ,122000
534,2487,532351090,90,RM,Pave,Lvl,Sawyer,RRAe,5,1963,1963,336.0,TA,TA,CBlock,1332.0,1728.0,TA,Y,SBrkr,1728,2,0,TA,10,Typ,0,Detchd,Unf,2.0,504.0,Y,ConLI,125000
535,1304,902205090,20,RM,Pave,Lvl,OldTown,Norm,5,1957,1957,0.0,TA,TA,CBlock,308.0,928.0,Gd,Y,FuseA,928,1,0,TA,5,Typ,0,Attchd,Fin,1.0,288.0,Y,WD ,112500
536,2112,906394020,60,RL,Pave,Lvl,CollgCr,Norm,7,2005,2006,0.0,Gd,TA,PConc,0.0,879.0,Ex,Y,SBrkr,1795,2,1,Gd,7,Typ,0,Attchd,RFn,2.0,578.0,Y,WD ,191000
537,1244,535180100,20,RL,Pave,Lvl,NAmes,Norm,6,1958,1958,135.0,TA,Gd,CBlock,570.0,1080.0,Gd,Y,SBrkr,1080,1,0,TA,5,Typ,0,Attchd,Unf,1.0,288.0,Y,WD ,136000
538,843,907175100,60,RL,Pave,Lvl,CollgCr,Norm,7,1998,1998,0.0,TA,TA,PConc,0.0,866.0,Ex,Y,SBrkr,1779,2,1,Gd,6,Typ,0,Attchd,RFn,2.0,546.0,Y,WD ,197900
539,2689,903430090,50,RM,Pave,Lvl,OldTown,Feedr,6,1910,2003,0.0,TA,Gd,CBlock,0.0,485.0,Gd,Y,SBrkr,1635,1,0,Gd,5,Typ,0,Attchd,Unf,1.0,255.0,Y,WD ,117000
540,2753,906380170,20,RL,Pave,Lvl,CollgCr,Norm,7,2006,2006,84.0,Gd,TA,PConc,684.0,1199.0,Ex,Y,SBrkr,1220,2,0,Gd,6,Typ,0,Attchd,RFn,2.0,632.0,Y,New,194000
541,1169,533215030,120,FV,Pave,Lvl,Somerst,Norm,9,2001,2001,179.0,Gd,TA,PConc,1004.0,1310.0,Ex,Y,SBrkr,1310,1,1,Gd,5,Typ,1,Attchd,RFn,2.0,545.0,Y,WD ,285000
